key,en,fr,es,ar
global_div_22,© 2026 Universal Postal Union · All Rights Reserved,© 2026 Universal Postal Union · Tous droits réservés,© 2026 Universal Postal Union · Todos los derechos reservados,© 2026 الاتحاد البريدي العالمي · جميع الحقوق محفوظة
nav_mission,Why ONE,Pourquoi ONE,Por qué ONE,لماذا ONE
nav_platform,What is ONE MS,Qu'est-ce que ONE MS,Qué es ONE MS,ما هو ONE MS
nav_how,How It Works,Comment ça marche,Cómo Funciona,كيف يعمل
nav_reports,Reports,Rapports,Informes,التقارير
nav_plans,Plans,Plans,Planes,الخطط
nav_contact,Contact,Contact,Contacto,اتصل بنا
nav_cta,Schedule a Meeting,Planifier une réunion,Programar una Reunión,جدولة اجتماع
hero_kicker,UPU DOMESTIC SOLUTIONS,SOLUTIONS DOMESTIQUES UPU,SOLUCIONES DOMÉSTICAS DE UPU,حلول UPU المحلية
hero_btn1,Schedule a Demonstration →,Planifier une démonstration →,Programar una Demostración →,جدولة عرض توضيحي →
hero_btn2,"How it works <svg fill=""none"" height=""12"" viewbox=""0 0 14 14"" width=""12""><path d=""M1 7h12M8 2l5 5-5 5"" stroke=""currentColor"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-width=""1.5""></path></svg>","Comment ça marche <svg fill=""none"" height=""12"" viewbox=""0 0 14 14"" width=""12""><path d=""M1 7h12M8 2l5 5-5 5"" stroke=""currentColor"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-width=""1.5""></path></svg>","Cómo funciona <svg fill=""none"" height=""12"" viewbox=""0 0 14 14"" width=""12""><path d=""M1 7h12M8 2l5 5-5 5"" stroke=""currentColor"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-width=""1.5""></path></svg>","كيف يعمل <svg fill=""none"" height=""12"" viewbox=""0 0 14 14"" width=""12""><path d=""M1 7h12M8 2l5 5-5 5"" stroke=""currentColor"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-width=""1.5""></path></svg>"
stat1,Countries with UPU measurement experience,Pays avec expérience de mesure UPU,Países con experiencia en medición UPU,الدول التي لديها خبرة قياس مع UPU
stat2,Data capture points deployed globally,Points de capture de données déployés mondialement,Puntos de captura de datos desplegados globalmente,نقاط التقاط البيانات المنتشرة عالميًا
stat3,Years measuring postal quality,Années de mesure de la qualité postale,Años midiendo la calidad postal,سنوات قياس جودة البريد
stat4,UN-endorsed global methodology,Méthodologie mondiale approuvée par l'ONU,Metodología global respaldada por la ONU,منهجية عالمية معتمدة من الأمم المتحدة
mission_eye,Your Regulatory Mission,Votre mission réglementaire,Su Misión Regulatoria,مهمتك التنظيمية
onems_eye,Introducing ONE MS,Présentation de ONE MS,Presentando ONE MS,تقديم ONE MS
cta1_sub,How ONE MS fits your regulatory context,Comment ONE MS s’intègre à votre contexte réglementaire,Cómo ONE MS se adapta a su contexto regulatorio,كيف يتناسب ONE MS مع سياقك التنظيمي
cta1_btn,Schedule a demo →,Planifier une démo →,Programar una demostración →,جدولة عرض توضيحي →
platform_eye,Platform Capabilities,Capacités de la plateforme,Capacidades de la plataforma,قدرات المنصة
cta2_sub,Ready to launch a measurement programme?,Prêt à lancer un programme de mesure ?,¿Listo para lanzar un programa de medición?,هل أنت مستعد لإطلاق برنامج قياس؟
cta2_h3,ONE MS can be operational in your country. Let\'s talk.,ONE MS peut être opérationnel dans votre pays. Parlons-en.,ONE MS puede estar operativo en su país. Hablemos.,يمكن أن يكون ONE MS عمليًا في بلدك. دعنا نتحدث.
cta2_btn1,Contact the team →,Contacter l’équipe →,Contactar al equipo →,اتصل بالفريق →
cta2_btn2,View plan options,Voir les options de plan,Ver opciones de plan,عرض خيارات الخطة
how_eye,Two Measurement Modes,Deux modes de mesure,Dos modos de medición,وضعان للقياس
cta3_btn,Talk to the ONE team →,Parler à l’équipe ONE →,Hablar con el equipo ONE →,تحدث إلى فريق ONE →
plans_eye,Plan Options,Options de plan,Opciones de plan,خيارات الخطة
plans_h2,Choose the scope that fits your mandate,Choisissez la portée qui correspond à votre mandat,Elija el alcance que se ajuste a su mandato,اختر النطاق الذي يتناسب مع تفويضك
roadmap_eye,Getting Started,Premiers pas,Primeros pasos,البدء
roadmap_h2,From decision to data-driven oversight,De la décision à la supervision basée sur les données,De la decisión a la supervisión basada en datos,من القرار إلى الإشراف القائم على البيانات
roadmap_s1t,Analyse Requirements,Analyser les exigences,Analizar requisitos,تحليل المتطلبات
roadmap_s2t,ONE-to-ONE Meeting,Réunion ONE-à-ONE,Reunión ONE a ONE,اجتماع ONE-to-ONE
roadmap_s3t,Act &amp; Achieve Results,Agir et obtenir des résultats,Actuar y lograr resultados,التصرف وتحقيق النتائج
contact_eye,Schedule a Meeting,Planifier une réunion,Programar una reunión,جدولة اجتماع
contact_sd,Contact the ONE Solutions team for a country-specific demonstration tailored to your regulatory mandate.,"Contactez l’équipe ONE Solutions pour une démonstration spécifique à votre pays, adaptée à votre mandat réglementaire.","Contacte al equipo de ONE Solutions para una demostración específica para su país, adaptada a su mandato regulatorio.",اتصل بفريق حلول ONE للحصول على عرض توضيحي مخصص لبلدك يتناسب مع تفويضك التنظيمي.
footer_sub,Weltpoststrasse 4 · 3015 Berne · Switzerland · A Specialised Agency of the United Nations,Weltpoststrasse 4 · 3015 Berne · Switzerland · Une agence spécialisée des Nations Unies,Weltpoststrasse 4 · 3015 Berna · Suiza · Una Agencia Especializada de las Naciones Unidas,Weltpoststrasse 4 · 3015 Berne · Switzerland · وكالة متخصصة تابعة للأمم المتحدة
footer_disclaimer,Disclaimer,Clause de non-responsabilité,Aviso legal,إخلاء المسؤولية
footer_copyright,Copyright,Droits d’auteur,Derechos de autor,حقوق النشر
